sale_id,date,store_id,product_id,units_sold,revenue
SALE-20260721-S003-P035,2026-07-21,S003,P035,9,1103.22
SALE-20260721-S003-P036,2026-07-21,S003,P036,5,936.95
SALE-20260721-S003-P037,2026-07-21,S003,P037,6,1124.1
SALE-20260721-S003-P038,2026-07-21,S003,P038,4,1547.32
SALE-20260721-S003-P039,2026-07-21,S003,P039,0,0.0
SALE-20260721-S003-P040,2026-07-21,S003,P040,10,1610.5
SALE-20260721-S003-P041,2026-07-21,S003,P041,6,5906.34
SALE-20260721-S003-P042,2026-07-21,S003,P042,13,13890.37
SALE-20260721-S003-P043,2026-07-21,S003,P043,18,13222.08
SALE-20260721-S003-P044,2026-07-21,S003,P044,4,539.8
SALE-20260721-S003-P045,2026-07-21,S003,P045,6,2673.9
SALE-20260721-S003-P046,2026-07-21,S003,P046,2,1111.86
SALE-20260721-S003-P047,2026-07-21,S003,P047,5,4714.95
SALE-20260721-S003-P048,2026-07-21,S003,P048,1,473.78
SALE-20260721-S003-P049,2026-07-21,S003,P049,5,3173.3
SALE-20260722-S001-P001,2026-07-22,S001,P001,12,9466.32
SALE-20260722-S001-P002,2026-07-22,S001,P002,6,3894.9
SALE-20260722-S001-P003,2026-07-22,S001,P003,3,3212.61
SALE-20260722-S001-P004,2026-07-22,S001,P004,4,608.6
SALE-20260722-S001-P005,2026-07-22,S001,P005,12,5290.8
SALE-20260722-S001-P006,2026-07-22,S001,P006,4,3351.96
SALE-20260722-S001-P007,2026-07-22,S001,P007,18,4626.36
SALE-20260722-S001-P008,2026-07-22,S001,P008,11,9725.65
SALE-20260722-S001-P009,2026-07-22,S001,P009,7,5293.33
SALE-20260722-S001-P010,2026-07-22,S001,P010,9,8880.3
SALE-20260722-S001-P011,2026-07-22,S001,P011,4,875.6
SALE-20260722-S001-P012,2026-07-22,S001,P012,16,3021.28
SALE-20260722-S001-P013,2026-07-22,S001,P013,9,7783.92
SALE-20260722-S001-P014,2026-07-22,S001,P014,14,5514.74
SALE-20260722-S001-P015,2026-07-22,S001,P015,1,195.12
SALE-20260722-S001-P016,2026-07-22,S001,P016,3,792.51
SALE-20260722-S001-P017,2026-07-22,S001,P017,6,3020.94
SALE-20260722-S001-P018,2026-07-22,S001,P018,17,6250.9
SALE-20260722-S001-P019,2026-07-22,S001,P019,10,8082.7
SALE-20260722-S001-P020,2026-07-22,S001,P020,7,4508.77
SALE-20260722-S001-P021,2026-07-22,S001,P021,6,1184.82
SALE-20260722-S001-P022,2026-07-22,S001,P022,3,2185.62
SALE-20260722-S001-P023,2026-07-22,S001,P023,3,2399.1
SALE-20260722-S001-P024,2026-07-22,S001,P024,5,747.0
SALE-20260722-S001-P025,2026-07-22,S001,P025,0,0.0
SALE-20260722-S001-P026,2026-07-22,S001,P026,12,9838.56
SALE-20260722-S001-P027,2026-07-22,S001,P027,9,5304.42
SALE-20260722-S001-P028,2026-07-22,S001,P028,5,278.35
SALE-20260722-S001-P029,2026-07-22,S001,P029,9,2116.17
SALE-20260722-S001-P030,2026-07-22,S001,P030,3,691.98
SALE-20260722-S001-P031,2026-07-22,S001,P031,11,3205.62
SALE-20260722-S001-P032,2026-07-22,S001,P032,2,1253.2
SALE-20260722-S001-P033,2026-07-22,S001,P033,7,4724.37
SALE-20260722-S001-P034,2026-07-22,S001,P034,18,3049.02
SALE-20260722-S001-P035,2026-07-22,S001,P035,14,1716.12
SALE-20260722-S001-P036,2026-07-22,S001,P036,2,374.78
SALE-20260722-S001-P037,2026-07-22,S001,P037,15,2810.25
SALE-20260722-S001-P038,2026-07-22,S001,P038,4,1547.32
SALE-20260722-S001-P039,2026-07-22,S001,P039,2,1268.2
SALE-20260722-S001-P040,2026-07-22,S001,P040,9,1449.45
SALE-20260722-S001-P041,2026-07-22,S001,P041,6,5906.34
SALE-20260722-S001-P042,2026-07-22,S001,P042,15,16027.35
SALE-20260722-S001-P043,2026-07-22,S001,P043,15,11018.4
SALE-20260722-S001-P044,2026-07-22,S001,P044,3,404.85
SALE-20260722-S001-P045,2026-07-22,S001,P045,15,6684.75
SALE-20260722-S001-P046,2026-07-22,S001,P046,5,2779.65
SALE-20260722-S001-P047,2026-07-22,S001,P047,9,8486.91
SALE-20260722-S001-P048,2026-07-22,S001,P048,3,1421.34
SALE-20260722-S001-P049,2026-07-22,S001,P049,11,6981.26
SALE-20260722-S001-P050,2026-07-22,S001,P050,3,1171.14
SALE-20260722-S002-P001,2026-07-22,S002,P001,6,4733.16
SALE-20260722-S002-P002,2026-07-22,S002,P002,5,3245.75
SALE-20260722-S002-P003,2026-07-22,S002,P003,8,8566.96
SALE-20260722-S002-P004,2026-07-22,S002,P004,0,0.0
SALE-20260722-S002-P005,2026-07-22,S002,P005,8,3527.2
SALE-20260722-S002-P006,2026-07-22,S002,P006,6,5027.94
SALE-20260722-S002-P007,2026-07-22,S002,P007,0,0.0
SALE-20260722-S002-P008,2026-07-22,S002,P008,14,12378.1
SALE-20260722-S002-P009,2026-07-22,S002,P009,5,3780.95
SALE-20260722-S002-P010,2026-07-22,S002,P010,13,12827.1
SALE-20260722-S002-P011,2026-07-22,S002,P011,2,437.8
SALE-20260722-S002-P012,2026-07-22,S002,P012,18,3398.94
SALE-20260722-S002-P013,2026-07-22,S002,P013,10,8648.8
SALE-20260722-S002-P014,2026-07-22,S002,P014,17,6696.47
SALE-20260722-S002-P015,2026-07-22,S002,P015,2,390.24
SALE-20260722-S002-P016,2026-07-22,S002,P016,11,2905.87
SALE-20260722-S002-P017,2026-07-22,S002,P017,15,7552.35
SALE-20260722-S002-P018,2026-07-22,S002,P018,10,3677.0
SALE-20260722-S002-P019,2026-07-22,S002,P019,8,6466.16
SALE-20260722-S002-P020,2026-07-22,S002,P020,9,5796.99
SALE-20260722-S002-P021,2026-07-22,S002,P021,3,592.41
SALE-20260722-S002-P022,2026-07-22,S002,P022,3,2185.62
SALE-20260722-S002-P023,2026-07-22,S002,P023,6,4798.2
SALE-20260722-S002-P024,2026-07-22,S002,P024,17,2539.8
SALE-20260722-S002-P025,2026-07-22,S002,P025,0,0.0
SALE-20260722-S002-P026,2026-07-22,S002,P026,12,9838.56
SALE-20260722-S002-P027,2026-07-22,S002,P027,9,5304.42
SALE-20260722-S002-P028,2026-07-22,S002,P028,3,167.01
SALE-20260722-S002-P029,2026-07-22,S002,P029,14,3291.82
SALE-20260722-S002-P030,2026-07-22,S002,P030,3,691.98
SALE-20260722-S002-P031,2026-07-22,S002,P031,17,4954.14
SALE-20260722-S002-P032,2026-07-22,S002,P032,6,3759.6
SALE-20260722-S002-P033,2026-07-22,S002,P033,12,8098.92
SALE-20260722-S002-P034,2026-07-22,S002,P034,7,1185.73
SALE-20260722-S002-P035,2026-07-22,S002,P035,12,1470.96
SALE-20260722-S002-P036,2026-07-22,S002,P036,3,562.17
SALE-20260722-S002-P037,2026-07-22,S002,P037,13,2435.55
SALE-20260722-S002-P038,2026-07-22,S002,P038,6,2320.98
SALE-20260722-S002-P039,2026-07-22,S002,P039,0,0.0
SALE-20260722-S002-P040,2026-07-22,S002,P040,9,1449.45
SALE-20260722-S002-P041,2026-07-22,S002,P041,13,12797.07
SALE-20260722-S002-P042,2026-07-22,S002,P042,13,13890.37
SALE-20260722-S002-P043,2026-07-22,S002,P043,16,11752.96
SALE-20260722-S002-P044,2026-07-22,S002,P044,5,674.75
SALE-20260722-S002-P045,2026-07-22,S002,P045,22,9804.3
SALE-20260722-S002-P046,2026-07-22,S002,P046,7,3891.51
SALE-20260722-S002-P047,2026-07-22,S002,P047,11,10372.89
SALE-20260722-S002-P048,2026-07-22,S002,P048,4,1895.12
SALE-20260722-S002-P049,2026-07-22,S002,P049,14,8885.24
SALE-20260722-S002-P050,2026-07-22,S002,P050,4,1561.52
SALE-20260722-S003-P001,2026-07-22,S003,P001,2,1577.72
SALE-20260722-S003-P002,2026-07-22,S003,P002,6,3894.9
SALE-20260722-S003-P003,2026-07-22,S003,P003,1,1070.87
SALE-20260722-S003-P004,2026-07-22,S003,P004,2,304.3
SALE-20260722-S003-P005,2026-07-22,S003,P005,12,5290.8
SALE-20260722-S003-P006,2026-07-22,S003,P006,5,4189.95
SALE-20260722-S003-P007,2026-07-22,S003,P007,12,3084.24
SALE-20260722-S003-P008,2026-07-22,S003,P008,9,7957.35
SALE-20260722-S003-P009,2026-07-22,S003,P009,9,6805.71
SALE-20260722-S003-P010,2026-07-22,S003,P010,7,6906.9
SALE-20260722-S003-P011,2026-07-22,S003,P011,5,1094.5
SALE-20260722-S003-P012,2026-07-22,S003,P012,13,2454.79
SALE-20260722-S003-P013,2026-07-22,S003,P013,9,7783.92
SALE-20260722-S003-P014,2026-07-22,S003,P014,8,3151.28
SALE-20260722-S003-P015,2026-07-22,S003,P015,3,585.36
SALE-20260722-S003-P016,2026-07-22,S003,P016,7,1849.19
SALE-20260722-S003-P017,2026-07-22,S003,P017,8,4027.92
SALE-20260722-S003-P018,2026-07-22,S003,P018,10,3677.0
SALE-20260722-S003-P019,2026-07-22,S003,P019,10,8082.7
SALE-20260722-S003-P020,2026-07-22,S003,P020,6,3864.66
SALE-20260722-S003-P021,2026-07-22,S003,P021,5,987.35
SALE-20260722-S003-P022,2026-07-22,S003,P022,5,3642.7
SALE-20260722-S003-P023,2026-07-22,S003,P023,1,799.7
SALE-20260722-S003-P024,2026-07-22,S003,P024,6,896.4
SALE-20260722-S003-P025,2026-07-22,S003,P025,1,690.47
SALE-20260722-S003-P026,2026-07-22,S003,P026,11,9018.68
SALE-20260722-S003-P027,2026-07-22,S003,P027,12,7072.56
SALE-20260722-S003-P028,2026-07-22,S003,P028,2,111.34
SALE-20260722-S003-P029,2026-07-22,S003,P029,6,1410.78
SALE-20260722-S003-P030,2026-07-22,S003,P030,0,0.0
SALE-20260722-S003-P031,2026-07-22,S003,P031,5,1457.1
SALE-20260722-S003-P032,2026-07-22,S003,P032,4,2506.4
SALE-20260722-S003-P033,2026-07-22,S003,P033,11,7424.01
SALE-20260722-S003-P034,2026-07-22,S003,P034,7,1185.73
SALE-20260722-S003-P035,2026-07-22,S003,P035,11,1348.38
SALE-20260722-S003-P036,2026-07-22,S003,P036,3,562.17
SALE-20260722-S003-P037,2026-07-22,S003,P037,11,2060.85
SALE-20260722-S003-P038,2026-07-22,S003,P038,7,2707.81
SALE-20260722-S003-P039,2026-07-22,S003,P039,1,634.1
SALE-20260722-S003-P040,2026-07-22,S003,P040,6,966.3
SALE-20260722-S003-P041,2026-07-22,S003,P041,3,2953.17
SALE-20260722-S003-P042,2026-07-22,S003,P042,8,8547.92
SALE-20260722-S003-P043,2026-07-22,S003,P043,9,6611.04
SALE-20260722-S003-P044,2026-07-22,S003,P044,7,944.65
SALE-20260722-S003-P045,2026-07-22,S003,P045,10,4456.5
SALE-20260722-S003-P046,2026-07-22,S003,P046,3,1667.79
SALE-20260722-S003-P047,2026-07-22,S003,P047,5,4714.95
SALE-20260722-S003-P048,2026-07-22,S003,P048,2,947.56
SALE-20260722-S003-P049,2026-07-22,S003,P049,7,4442.62
SALE-20260723-S001-P001,2026-07-23,S001,P001,11,8677.46
SALE-20260723-S001-P002,2026-07-23,S001,P002,5,3245.75
SALE-20260723-S001-P003,2026-07-23,S001,P003,4,4283.48
SALE-20260723-S001-P004,2026-07-23,S001,P004,1,152.15
SALE-20260723-S001-P005,2026-07-23,S001,P005,9,3968.1
SALE-20260723-S001-P006,2026-07-23,S001,P006,1,837.99
SALE-20260723-S001-P007,2026-07-23,S001,P007,16,4112.32
SALE-20260723-S001-P008,2026-07-23,S001,P008,7,6189.05
SALE-20260723-S001-P009,2026-07-23,S001,P009,9,6805.71
SALE-20260723-S001-P010,2026-07-23,S001,P010,9,8880.3
SALE-20260723-S001-P011,2026-07-23,S001,P011,4,875.6
SALE-20260723-S001-P012,2026-07-23,S001,P012,11,2077.13
SALE-20260723-S001-P013,2026-07-23,S001,P013,11,9513.68
SALE-20260723-S001-P014,2026-07-23,S001,P014,15,5908.65
SALE-20260723-S001-P015,2026-07-23,S001,P015,0,0.0
SALE-20260723-S001-P016,2026-07-23,S001,P016,7,1849.19
SALE-20260723-S001-P017,2026-07-23,S001,P017,12,6041.88
SALE-20260723-S001-P018,2026-07-23,S001,P018,13,4780.1
SALE-20260723-S001-P019,2026-07-23,S001,P019,19,15357.13
SALE-20260723-S001-P020,2026-07-23,S001,P020,7,4508.77
SALE-20260723-S001-P021,2026-07-23,S001,P021,3,592.41
SALE-20260723-S001-P022,2026-07-23,S001,P022,7,5099.78
SALE-20260723-S001-P023,2026-07-23,S001,P023,8,6397.6
SALE-20260723-S001-P024,2026-07-23,S001,P024,6,896.4
SALE-20260723-S001-P025,2026-07-23,S001,P025,1,690.47
SALE-20260723-S001-P026,2026-07-23,S001,P026,5,4099.4
SALE-20260723-S001-P027,2026-07-23,S001,P027,18,10608.84
SALE-20260723-S001-P028,2026-07-23,S001,P028,3,167.01
SALE-20260723-S001-P029,2026-07-23,S001,P029,8,1881.04
SALE-20260723-S001-P030,2026-07-23,S001,P030,1,230.66
SALE-20260723-S001-P031,2026-07-23,S001,P031,7,2039.94
SALE-20260723-S001-P032,2026-07-23,S001,P032,2,1253.2
SALE-20260723-S001-P033,2026-07-23,S001,P033,14,9448.74
SALE-20260723-S001-P034,2026-07-23,S001,P034,10,1693.9
SALE-20260723-S001-P035,2026-07-23,S001,P035,8,980.64
SALE-20260723-S001-P036,2026-07-23,S001,P036,2,374.78
SALE-20260723-S001-P037,2026-07-23,S001,P037,20,3747.0
SALE-20260723-S001-P038,2026-07-23,S001,P038,5,1934.15
SALE-20260723-S001-P039,2026-07-23,S001,P039,1,634.1
SALE-20260723-S001-P040,2026-07-23,S001,P040,8,1288.4
SALE-20260723-S001-P041,2026-07-23,S001,P041,7,6890.73
SALE-20260723-S001-P042,2026-07-23,S001,P042,12,12821.88
SALE-20260723-S001-P043,2026-07-23,S001,P043,18,13222.08
SALE-20260723-S001-P044,2026-07-23,S001,P044,0,0.0
SALE-20260723-S001-P045,2026-07-23,S001,P045,10,4456.5
SALE-20260723-S001-P046,2026-07-23,S001,P046,5,2779.65
SALE-20260723-S001-P047,2026-07-23,S001,P047,7,6600.93
SALE-20260723-S001-P048,2026-07-23,S001,P048,3,1421.34
SALE-20260723-S001-P049,2026-07-23,S001,P049,15,9519.9
SALE-20260723-S001-P050,2026-07-23,S001,P050,0,0.0
SALE-20260723-S002-P001,2026-07-23,S002,P001,13,10255.18
SALE-20260723-S002-P002,2026-07-23,S002,P002,7,4544.05
SALE-20260723-S002-P003,2026-07-23,S002,P003,3,3212.61
SALE-20260723-S002-P004,2026-07-23,S002,P004,1,152.15
SALE-20260723-S002-P005,2026-07-23,S002,P005,9,3968.1
SALE-20260723-S002-P006,2026-07-23,S002,P006,3,2513.97
SALE-20260723-S002-P007,2026-07-23,S002,P007,0,0.0
SALE-20260723-S002-P008,2026-07-23,S002,P008,8,7073.2
SALE-20260723-S002-P009,2026-07-23,S002,P009,2,1512.38
SALE-20260723-S002-P010,2026-07-23,S002,P010,11,10853.7
SALE-20260723-S002-P011,2026-07-23,S002,P011,0,0.0
SALE-20260723-S002-P012,2026-07-23,S002,P012,16,3021.28
SALE-20260723-S002-P013,2026-07-23,S002,P013,12,10378.56
SALE-20260723-S002-P014,2026-07-23,S002,P014,14,5514.74
SALE-20260723-S002-P015,2026-07-23,S002,P015,3,585.36
SALE-20260723-S002-P016,2026-07-23,S002,P016,4,1056.68
SALE-20260723-S002-P017,2026-07-23,S002,P017,9,4531.41
SALE-20260723-S002-P018,2026-07-23,S002,P018,10,3677.0
SALE-20260723-S002-P019,2026-07-23,S002,P019,10,8082.7
SALE-20260723-S002-P020,2026-07-23,S002,P020,11,7085.21
SALE-20260723-S002-P021,2026-07-23,S002,P021,5,987.35
SALE-20260723-S002-P022,2026-07-23,S002,P022,3,2185.62
SALE-20260723-S002-P023,2026-07-23,S002,P023,19,15194.3
SALE-20260723-S002-P024,2026-07-23,S002,P024,10,1494.0
SALE-20260723-S002-P025,2026-07-23,S002,P025,5,3452.35
SALE-20260723-S002-P026,2026-07-23,S002,P026,11,9018.68
SALE-20260723-S002-P027,2026-07-23,S002,P027,21,12376.98
SALE-20260723-S002-P028,2026-07-23,S002,P028,4,222.68
SALE-20260723-S002-P029,2026-07-23,S002,P029,9,2116.17
SALE-20260723-S002-P030,2026-07-23,S002,P030,2,461.32
SALE-20260723-S002-P031,2026-07-23,S002,P031,5,1457.1
SALE-20260723-S002-P032,2026-07-23,S002,P032,4,2506.4
SALE-20260723-S002-P033,2026-07-23,S002,P033,14,9448.74
SALE-20260723-S002-P034,2026-07-23,S002,P034,14,2371.46
SALE-20260723-S002-P035,2026-07-23,S002,P035,10,1225.8
SALE-20260723-S002-P036,2026-07-23,S002,P036,4,749.56
SALE-20260723-S002-P037,2026-07-23,S002,P037,23,4309.05
SALE-20260723-S002-P038,2026-07-23,S002,P038,7,2707.81
SALE-20260723-S002-P039,2026-07-23,S002,P039,3,1902.3
SALE-20260723-S002-P040,2026-07-23,S002,P040,12,1932.6
SALE-20260723-S002-P041,2026-07-23,S002,P041,10,9843.9
SALE-20260723-S002-P042,2026-07-23,S002,P042,12,12821.88
SALE-20260723-S002-P043,2026-07-23,S002,P043,17,12487.52
SALE-20260723-S002-P044,2026-07-23,S002,P044,6,809.7
SALE-20260723-S002-P045,2026-07-23,S002,P045,23,10249.95
SALE-20260723-S002-P046,2026-07-23,S002,P046,7,3891.51
SALE-20260723-S002-P047,2026-07-23,S002,P047,11,10372.89
SALE-20260723-S002-P048,2026-07-23,S002,P048,4,1895.12
SALE-20260723-S002-P049,2026-07-23,S002,P049,19,12058.54
SALE-20260723-S002-P050,2026-07-23,S002,P050,4,1561.52
SALE-20260723-S003-P001,2026-07-23,S003,P001,5,3944.3
SALE-20260723-S003-P002,2026-07-23,S003,P002,6,3894.9
SALE-20260723-S003-P003,2026-07-23,S003,P003,1,1070.87
SALE-20260723-S003-P004,2026-07-23,S003,P004,3,456.45
SALE-20260723-S003-P005,2026-07-23,S003,P005,6,2645.4
SALE-20260723-S003-P006,2026-07-23,S003,P006,4,3351.96
SALE-20260723-S003-P007,2026-07-23,S003,P007,12,3084.24
SALE-20260723-S003-P008,2026-07-23,S003,P008,4,3536.6
SALE-20260723-S003-P009,2026-07-23,S003,P009,3,2268.57
SALE-20260723-S003-P010,2026-07-23,S003,P010,4,3946.8
SALE-20260723-S003-P011,2026-07-23,S003,P011,1,218.9
SALE-20260723-S003-P012,2026-07-23,S003,P012,17,3210.11
SALE-20260723-S003-P013,2026-07-23,S003,P013,5,4324.4
SALE-20260723-S003-P014,2026-07-23,S003,P014,5,1969.55
SALE-20260723-S003-P015,2026-07-23,S003,P015,1,195.12
SALE-20260723-S003-P016,2026-07-23,S003,P016,6,1585.02
SALE-20260723-S003-P017,2026-07-23,S003,P017,7,3524.43
SALE-20260723-S003-P018,2026-07-23,S003,P018,11,4044.7
SALE-20260723-S003-P019,2026-07-23,S003,P019,6,4849.62
SALE-20260723-S003-P020,2026-07-23,S003,P020,10,6441.1
SALE-20260723-S003-P021,2026-07-23,S003,P021,7,1382.29
SALE-20260723-S003-P022,2026-07-23,S003,P022,3,2185.62
SALE-20260723-S003-P023,2026-07-23,S003,P023,5,3998.5
SALE-20260723-S003-P024,2026-07-23,S003,P024,5,747.0
SALE-20260723-S003-P025,2026-07-23,S003,P025,1,690.47
SALE-20260723-S003-P026,2026-07-23,S003,P026,8,6559.04
SALE-20260723-S003-P027,2026-07-23,S003,P027,16,9430.08
SALE-20260723-S003-P028,2026-07-23,S003,P028,4,222.68
SALE-20260723-S003-P029,2026-07-23,S003,P029,5,1175.65
SALE-20260723-S003-P030,2026-07-23,S003,P030,2,461.32
SALE-20260723-S003-P031,2026-07-23,S003,P031,11,3205.62
SALE-20260723-S003-P032,2026-07-23,S003,P032,7,4386.2
SALE-20260723-S003-P033,2026-07-23,S003,P033,7,4724.37
SALE-20260723-S003-P034,2026-07-23,S003,P034,10,1693.9
SALE-20260723-S003-P035,2026-07-23,S003,P035,7,858.06
SALE-20260723-S003-P036,2026-07-23,S003,P036,2,374.78
SALE-20260723-S003-P037,2026-07-23,S003,P037,8,1498.8
SALE-20260723-S003-P038,2026-07-23,S003,P038,1,386.83
SALE-20260723-S003-P039,2026-07-23,S003,P039,0,0.0
SALE-20260723-S003-P040,2026-07-23,S003,P040,10,1610.5
SALE-20260723-S003-P041,2026-07-23,S003,P041,3,2953.17
SALE-20260723-S003-P042,2026-07-23,S003,P042,8,8547.92
SALE-20260723-S003-P043,2026-07-23,S003,P043,11,8080.16
SALE-20260723-S003-P044,2026-07-23,S003,P044,5,674.75
SALE-20260723-S003-P045,2026-07-23,S003,P045,8,3565.2
SALE-20260723-S003-P046,2026-07-23,S003,P046,9,5003.37
SALE-20260723-S003-P047,2026-07-23,S003,P047,4,3771.96
SALE-20260723-S003-P048,2026-07-23,S003,P048,5,2368.9
SALE-20260723-S003-P049,2026-07-23,S003,P049,8,5077.28
SALE-20260724-S001-P001,2026-07-24,S001,P001,11,8677.46
SALE-20260724-S001-P002,2026-07-24,S001,P002,10,6491.5
SALE-20260724-S001-P003,2026-07-24,S001,P003,2,2141.74
SALE-20260724-S001-P004,2026-07-24,S001,P004,2,304.3
SALE-20260724-S001-P005,2026-07-24,S001,P005,10,4409.0
SALE-20260724-S001-P006,2026-07-24,S001,P006,6,5027.94
SALE-20260724-S001-P007,2026-07-24,S001,P007,13,3341.26
SALE-20260724-S001-P008,2026-07-24,S001,P008,15,13262.25
SALE-20260724-S001-P009,2026-07-24,S001,P009,7,5293.33
SALE-20260724-S001-P010,2026-07-24,S001,P010,11,10853.7
SALE-20260724-S001-P011,2026-07-24,S001,P011,1,218.9
SALE-20260724-S001-P012,2026-07-24,S001,P012,19,3587.77
SALE-20260724-S001-P013,2026-07-24,S001,P013,6,5189.28
SALE-20260724-S001-P014,2026-07-24,S001,P014,8,3151.28
SALE-20260724-S001-P015,2026-07-24,S001,P015,4,780.48
SALE-20260724-S001-P016,2026-07-24,S001,P016,6,1585.02
SALE-20260724-S001-P017,2026-07-24,S001,P017,6,3020.94
SALE-20260724-S001-P018,2026-07-24,S001,P018,13,4780.1
SALE-20260724-S001-P019,2026-07-24,S001,P019,10,8082.7
SALE-20260724-S001-P020,2026-07-24,S001,P020,11,7085.21
SALE-20260724-S001-P021,2026-07-24,S001,P021,6,1184.82
SALE-20260724-S001-P022,2026-07-24,S001,P022,8,5828.32
SALE-20260724-S001-P023,2026-07-24,S001,P023,11,8796.7
SALE-20260724-S001-P024,2026-07-24,S001,P024,9,1344.6
SALE-20260724-S001-P025,2026-07-24,S001,P025,0,0.0
SALE-20260724-S001-P026,2026-07-24,S001,P026,14,11478.32
SALE-20260724-S001-P027,2026-07-24,S001,P027,19,11198.22
SALE-20260724-S001-P028,2026-07-24,S001,P028,2,111.34
SALE-20260724-S001-P029,2026-07-24,S001,P029,12,2821.56
SALE-20260724-S001-P030,2026-07-24,S001,P030,4,922.64
SALE-20260724-S001-P031,2026-07-24,S001,P031,10,2914.2
SALE-20260724-S001-P032,2026-07-24,S001,P032,6,3759.6
SALE-20260724-S001-P033,2026-07-24,S001,P033,11,7424.01
SALE-20260724-S001-P034,2026-07-24,S001,P034,11,1863.29
SALE-20260724-S001-P035,2026-07-24,S001,P035,15,1838.7
SALE-20260724-S001-P036,2026-07-24,S001,P036,4,749.56
SALE-20260724-S001-P037,2026-07-24,S001,P037,11,2060.85
SALE-20260724-S001-P038,2026-07-24,S001,P038,6,2320.98
SALE-20260724-S001-P039,2026-07-24,S001,P039,3,1902.3
SALE-20260724-S001-P040,2026-07-24,S001,P040,12,1932.6
SALE-20260724-S001-P041,2026-07-24,S001,P041,8,7875.12
SALE-20260724-S001-P042,2026-07-24,S001,P042,8,8547.92
SALE-20260724-S001-P043,2026-07-24,S001,P043,9,6611.04
SALE-20260724-S001-P044,2026-07-24,S001,P044,3,404.85
SALE-20260724-S001-P045,2026-07-24,S001,P045,15,6684.75
SALE-20260724-S001-P046,2026-07-24,S001,P046,8,4447.44
SALE-20260724-S001-P047,2026-07-24,S001,P047,9,8486.91
SALE-20260724-S001-P048,2026-07-24,S001,P048,3,1421.34
SALE-20260724-S001-P049,2026-07-24,S001,P049,20,12693.2
SALE-20260724-S001-P050,2026-07-24,S001,P050,3,1171.14
SALE-20260724-S002-P001,2026-07-24,S002,P001,8,6310.88
SALE-20260724-S002-P002,2026-07-24,S002,P002,6,3894.9
SALE-20260724-S002-P003,2026-07-24,S002,P003,7,7496.09
SALE-20260724-S002-P004,2026-07-24,S002,P004,0,0.0
SALE-20260724-S002-P005,2026-07-24,S002,P005,14,6172.6
SALE-20260724-S002-P006,2026-07-24,S002,P006,2,1675.98
SALE-20260724-S002-P007,2026-07-24,S002,P007,0,0.0
SALE-20260724-S002-P008,2026-07-24,S002,P008,14,12378.1
SALE-20260724-S002-P009,2026-07-24,S002,P009,8,6049.52
SALE-20260724-S002-P010,2026-07-24,S002,P010,9,8880.3
SALE-20260724-S002-P011,2026-07-24,S002,P011,1,218.9
SALE-20260724-S002-P012,2026-07-24,S002,P012,19,3587.77
SALE-20260724-S002-P013,2026-07-24,S002,P013,3,2594.64
SALE-20260724-S002-P014,2026-07-24,S002,P014,14,5514.74
SALE-20260724-S002-P015,2026-07-24,S002,P015,6,1170.72
SALE-20260724-S002-P016,2026-07-24,S002,P016,5,1320.85
SALE-20260724-S002-P017,2026-07-24,S002,P017,12,6041.88
SALE-20260724-S002-P018,2026-07-24,S002,P018,15,5515.5
SALE-20260724-S002-P019,2026-07-24,S002,P019,14,11315.78
SALE-20260724-S002-P020,2026-07-24,S002,P020,6,3864.66
SALE-20260724-S002-P021,2026-07-24,S002,P021,8,1579.76
SALE-20260724-S002-P022,2026-07-24,S002,P022,7,5099.78
SALE-20260724-S002-P023,2026-07-24,S002,P023,13,10396.1
SALE-20260724-S002-P024,2026-07-24,S002,P024,13,1942.2
SALE-20260724-S002-P025,2026-07-24,S002,P025,3,2071.41
SALE-20260724-S002-P026,2026-07-24,S002,P026,13,10658.44
SALE-20260724-S002-P027,2026-07-24,S002,P027,16,9430.08
SALE-20260724-S002-P028,2026-07-24,S002,P028,7,389.69
SALE-20260724-S002-P029,2026-07-24,S002,P029,10,2351.3
SALE-20260724-S002-P030,2026-07-24,S002,P030,5,1153.3
SALE-20260724-S002-P031,2026-07-24,S002,P031,10,2914.2
SALE-20260724-S002-P032,2026-07-24,S002,P032,11,6892.6
SALE-20260724-S002-P033,2026-07-24,S002,P033,13,8773.83
SALE-20260724-S002-P034,2026-07-24,S002,P034,17,2879.63
SALE-20260724-S002-P035,2026-07-24,S002,P035,16,1961.28
SALE-20260724-S002-P036,2026-07-24,S002,P036,4,749.56
SALE-20260724-S002-P037,2026-07-24,S002,P037,21,3934.35
SALE-20260724-S002-P038,2026-07-24,S002,P038,5,1934.15
SALE-20260724-S002-P039,2026-07-24,S002,P039,2,1268.2
SALE-20260724-S002-P040,2026-07-24,S002,P040,7,1127.35
SALE-20260724-S002-P041,2026-07-24,S002,P041,12,11812.68
SALE-20260724-S002-P042,2026-07-24,S002,P042,15,16027.35
SALE-20260724-S002-P043,2026-07-24,S002,P043,14,10283.84
SALE-20260724-S002-P044,2026-07-24,S002,P044,7,944.65
SALE-20260724-S002-P045,2026-07-24,S002,P045,19,8467.35
SALE-20260724-S002-P046,2026-07-24,S002,P046,11,6115.23
SALE-20260724-S002-P047,2026-07-24,S002,P047,9,8486.91
SALE-20260724-S002-P048,2026-07-24,S002,P048,10,4737.8
SALE-20260724-S002-P049,2026-07-24,S002,P049,17,10789.22
SALE-20260724-S002-P050,2026-07-24,S002,P050,4,1561.52
