inventory_id,date,store_id,product_id,current_stock,reorder_level
INV-20260712-S001-P003,2026-07-12,S001,P003,42,24.0
INV-20260712-S001-P004,2026-07-12,S001,P004,42,20.0
INV-20260712-S001-P005,2026-07-12,S001,P005,280,66.0
INV-20260712-S001-P006,2026-07-12,S001,P006,153,26.0
INV-20260712-S001-P007,2026-07-12,S001,P007,395,97.0
INV-20260712-S001-P008,2026-07-12,S001,P008,285,65.0
INV-20260712-S001-P009,2026-07-12,S001,P009,208,43.0
INV-20260712-S001-P010,2026-07-12,S001,P010,212,66.0
INV-20260712-S001-P011,2026-07-12,S001,P011,237,12.0
INV-20260712-S001-P012,2026-07-12,S001,P012,198,101.0
INV-20260712-S001-P013,2026-07-12,S001,P013,234,56.0
INV-20260712-S001-P014,2026-07-12,S001,P014,288,84.0
INV-20260712-S001-P015,2026-07-12,S001,P015,72,18.0
INV-20260712-S001-P016,2026-07-12,S001,P016,203,56.0
INV-20260712-S001-P017,2026-07-12,S001,P017,150,56.0
INV-20260712-S001-P018,2026-07-12,S001,P018,407,99.0
INV-20260712-S001-P019,2026-07-12,S001,P019,207,64.0
INV-20260712-S001-P020,2026-07-12,S001,P020,234,55.0
INV-20260712-S001-P021,2026-07-12,S001,P021,110,35.0
INV-20260712-S001-P022,2026-07-12,S001,P022,206,41.0
INV-20260712-S001-P023,2026-07-12,S001,P023,126,59.0
INV-20260712-S001-P024,2026-07-12,S001,P024,120,51.0
INV-20260712-S001-P025,2026-07-12,S001,P025,267,12.0
INV-20260712-S001-P026,2026-07-12,S001,P026,287,88.0
INV-20260712-S001-P027,2026-07-12,S001,P027,202,95.0
INV-20260712-S001-P028,2026-07-12,S001,P028,102,23.0
INV-20260712-S001-P029,2026-07-12,S001,P029,116,62.0
INV-20260712-S001-P030,2026-07-12,S001,P030,60,20.0
INV-20260712-S001-P031,2026-07-12,S001,P031,236,74.0
INV-20260712-S001-P032,2026-07-12,S001,P032,168,37.0
INV-20260712-S001-P033,2026-07-12,S001,P033,254,72.0
INV-20260712-S001-P034,2026-07-12,S001,P034,314,79.0
INV-20260712-S001-P035,2026-07-12,S001,P035,250,83.0
INV-20260712-S001-P036,2026-07-12,S001,P036,96,20.0
INV-20260712-S001-P037,2026-07-12,S001,P037,327,97.0
INV-20260712-S001-P038,2026-07-12,S001,P038,60,32.0
INV-20260712-S001-P039,2026-07-12,S001,P039,237,14.0
INV-20260712-S001-P040,2026-07-12,S001,P040,274,62.0
INV-20260712-S001-P041,2026-07-12,S001,P041,77,45.0
INV-20260712-S001-P042,2026-07-12,S001,P042,330,88.0
INV-20260712-S001-P043,2026-07-12,S001,P043,381,86.0
INV-20260712-S001-P044,2026-07-12,S001,P044,55,40.0
INV-20260712-S001-P045,2026-07-12,S001,P045,103,100.0
INV-20260712-S001-P046,2026-07-12,S001,P046,132,37.0
INV-20260712-S001-P047,2026-07-12,S001,P047,202,59.0
INV-20260712-S001-P048,2026-07-12,S001,P048,86,34.0
INV-20260712-S001-P049,2026-07-12,S001,P049,399,98.0
INV-20260712-S001-P050,2026-07-12,S001,P050,126,26.0
INV-20260712-S002-P001,2026-07-12,S002,P001,224,57.0
INV-20260712-S002-P002,2026-07-12,S002,P002,155,41.0
INV-20260712-S002-P003,2026-07-12,S002,P003,99,24.0
INV-20260712-S002-P004,2026-07-12,S002,P004,389,20.0
INV-20260712-S002-P005,2026-07-12,S002,P005,295,66.0
INV-20260712-S002-P006,2026-07-12,S002,P006,48,26.0
INV-20260712-S002-P007,2026-07-12,S002,P007,227,97.0
INV-20260712-S002-P008,2026-07-12,S002,P008,74,65.0
INV-20260712-S002-P009,2026-07-12,S002,P009,211,43.0
INV-20260712-S002-P010,2026-07-12,S002,P010,315,66.0
INV-20260712-S002-P011,2026-07-12,S002,P011,29,12.0
INV-20260712-S002-P012,2026-07-12,S002,P012,212,101.0
INV-20260712-S002-P013,2026-07-12,S002,P013,154,56.0
INV-20260712-S002-P014,2026-07-12,S002,P014,205,84.0
INV-20260712-S002-P015,2026-07-12,S002,P015,24,18.0
INV-20260712-S002-P016,2026-07-12,S002,P016,88,56.0
INV-20260712-S002-P017,2026-07-12,S002,P017,172,56.0
INV-20260712-S002-P018,2026-07-12,S002,P018,123,99.0
INV-20260712-S002-P019,2026-07-12,S002,P019,147,64.0
INV-20260712-S002-P020,2026-07-12,S002,P020,250,55.0
INV-20260712-S002-P021,2026-07-12,S002,P021,135,35.0
INV-20260712-S002-P022,2026-07-12,S002,P022,139,41.0
INV-20260712-S002-P023,2026-07-12,S002,P023,119,59.0
INV-20260712-S002-P024,2026-07-12,S002,P024,76,51.0
INV-20260712-S002-P025,2026-07-12,S002,P025,89,12.0
INV-20260712-S002-P026,2026-07-12,S002,P026,132,88.0
INV-20260712-S002-P027,2026-07-12,S002,P027,382,95.0
INV-20260712-S002-P028,2026-07-12,S002,P028,81,23.0
INV-20260712-S002-P029,2026-07-12,S002,P029,86,62.0
INV-20260712-S002-P030,2026-07-12,S002,P030,86,20.0
INV-20260712-S002-P031,2026-07-12,S002,P031,141,74.0
INV-20260712-S002-P032,2026-07-12,S002,P032,89,37.0
INV-20260712-S002-P033,2026-07-12,S002,P033,344,72.0
INV-20260712-S002-P034,2026-07-12,S002,P034,135,79.0
INV-20260712-S002-P035,2026-07-12,S002,P035,244,83.0
INV-20260712-S002-P036,2026-07-12,S002,P036,33,20.0
INV-20260712-S002-P037,2026-07-12,S002,P037,283,97.0
INV-20260712-S002-P038,2026-07-12,S002,P038,110,32.0
INV-20260712-S002-P039,2026-07-12,S002,P039,39,14.0
INV-20260712-S002-P040,2026-07-12,S002,P040,249,62.0
INV-20260712-S002-P041,2026-07-12,S002,P041,225,45.0
INV-20260712-S002-P042,2026-07-12,S002,P042,196,88.0
INV-20260712-S002-P043,2026-07-12,S002,P043,153,86.0
INV-20260712-S002-P044,2026-07-12,S002,P044,135,40.0
INV-20260712-S002-P045,2026-07-12,S002,P045,217,100.0
INV-20260712-S002-P046,2026-07-12,S002,P046,173,37.0
INV-20260712-S002-P047,2026-07-12,S002,P047,160,59.0
INV-20260712-S002-P048,2026-07-12,S002,P048,126,34.0
INV-20260712-S002-P049,2026-07-12,S002,P049,281,98.0
INV-20260712-S002-P050,2026-07-12,S002,P050,60,26.0
INV-20260712-S003-P001,2026-07-12,S003,P001,165,57.0
INV-20260712-S003-P002,2026-07-12,S003,P002,63,41.0
INV-20260712-S003-P003,2026-07-12,S003,P003,42,24.0
INV-20260712-S003-P004,2026-07-12,S003,P004,67,20.0
INV-20260712-S003-P005,2026-07-12,S003,P005,270,66.0
INV-20260712-S003-P006,2026-07-12,S003,P006,65,26.0
INV-20260712-S003-P007,2026-07-12,S003,P007,111,97.0
INV-20260712-S003-P008,2026-07-12,S003,P008,300,65.0
INV-20260712-S003-P009,2026-07-12,S003,P009,182,43.0
INV-20260712-S003-P010,2026-07-12,S003,P010,111,66.0
INV-20260712-S003-P011,2026-07-12,S003,P011,223,12.0
INV-20260712-S003-P012,2026-07-12,S003,P012,475,101.0
INV-20260712-S003-P013,2026-07-12,S003,P013,72,56.0
INV-20260712-S003-P014,2026-07-12,S003,P014,224,84.0
INV-20260712-S003-P015,2026-07-12,S003,P015,24,18.0
INV-20260712-S003-P016,2026-07-12,S003,P016,189,56.0
INV-20260712-S003-P017,2026-07-12,S003,P017,149,56.0
INV-20260712-S003-P018,2026-07-12,S003,P018,271,99.0
INV-20260712-S003-P019,2026-07-12,S003,P019,99,64.0
INV-20260712-S003-P020,2026-07-12,S003,P020,170,55.0
INV-20260712-S003-P021,2026-07-12,S003,P021,170,35.0
INV-20260712-S003-P022,2026-07-12,S003,P022,203,41.0
INV-20260712-S003-P023,2026-07-12,S003,P023,216,59.0
INV-20260712-S003-P024,2026-07-12,S003,P024,248,51.0
INV-20260712-S003-P025,2026-07-12,S003,P025,211,12.0
INV-20260712-S003-P026,2026-07-12,S003,P026,344,88.0
INV-20260712-S003-P027,2026-07-12,S003,P027,318,95.0
INV-20260712-S003-P028,2026-07-12,S003,P028,97,23.0
INV-20260712-S003-P029,2026-07-12,S003,P029,243,62.0
INV-20260712-S003-P030,2026-07-12,S003,P030,59,20.0
INV-20260712-S003-P031,2026-07-12,S003,P031,165,74.0
INV-20260712-S003-P032,2026-07-12,S003,P032,56,37.0
INV-20260712-S003-P033,2026-07-12,S003,P033,206,72.0
INV-20260712-S003-P034,2026-07-12,S003,P034,364,79.0
INV-20260712-S003-P035,2026-07-12,S003,P035,212,83.0
INV-20260712-S003-P036,2026-07-12,S003,P036,69,20.0
INV-20260712-S003-P037,2026-07-12,S003,P037,209,97.0
INV-20260712-S003-P038,2026-07-12,S003,P038,122,32.0
INV-20260712-S003-P039,2026-07-12,S003,P039,225,14.0
INV-20260712-S003-P040,2026-07-12,S003,P040,243,62.0
INV-20260712-S003-P041,2026-07-12,S003,P041,55,45.0
INV-20260712-S003-P042,2026-07-12,S003,P042,333,88.0
INV-20260712-S003-P043,2026-07-12,S003,P043,340,86.0
INV-20260712-S003-P044,2026-07-12,S003,P044,133,40.0
INV-20260712-S003-P045,2026-07-12,S003,P045,122,100.0
INV-20260712-S003-P046,2026-07-12,S003,P046,70,37.0
INV-20260712-S003-P047,2026-07-12,S003,P047,133,59.0
INV-20260712-S003-P048,2026-07-12,S003,P048,62,34.0
INV-20260712-S003-P049,2026-07-12,S003,P049,399,98.0
INV-20260713-S001-P001,2026-07-13,S001,P001,154,57.0
INV-20260713-S001-P002,2026-07-13,S001,P002,168,41.0
INV-20260713-S001-P003,2026-07-13,S001,P003,38,24.0
INV-20260713-S001-P004,2026-07-13,S001,P004,39,20.0
INV-20260713-S001-P005,2026-07-13,S001,P005,272,66.0
INV-20260713-S001-P006,2026-07-13,S001,P006,149,26.0
INV-20260713-S001-P007,2026-07-13,S001,P007,376,97.0
INV-20260713-S001-P008,2026-07-13,S001,P008,274,65.0
INV-20260713-S001-P009,2026-07-13,S001,P009,204,43.0
INV-20260713-S001-P010,2026-07-13,S001,P010,201,66.0
INV-20260713-S001-P011,2026-07-13,S001,P011,235,12.0
INV-20260713-S001-P012,2026-07-13,S001,P012,173,101.0
INV-20260713-S001-P013,2026-07-13,S001,P013,228,56.0
INV-20260713-S001-P014,2026-07-13,S001,P014,277,84.0
INV-20260713-S001-P015,2026-07-13,S001,P015,71,18.0
INV-20260713-S001-P016,2026-07-13,S001,P016,194,56.0
INV-20260713-S001-P017,2026-07-13,S001,P017,139,56.0
INV-20260713-S001-P018,2026-07-13,S001,P018,397,99.0
INV-20260713-S001-P019,2026-07-13,S001,P019,196,64.0
INV-20260713-S001-P020,2026-07-13,S001,P020,231,55.0
INV-20260713-S001-P021,2026-07-13,S001,P021,103,35.0
INV-20260713-S001-P022,2026-07-13,S001,P022,202,41.0
INV-20260713-S001-P023,2026-07-13,S001,P023,116,59.0
INV-20260713-S001-P024,2026-07-13,S001,P024,109,51.0
INV-20260713-S001-P025,2026-07-13,S001,P025,267,12.0
INV-20260713-S001-P026,2026-07-13,S001,P026,272,88.0
INV-20260713-S001-P027,2026-07-13,S001,P027,183,95.0
INV-20260713-S001-P028,2026-07-13,S001,P028,100,23.0
INV-20260713-S001-P029,2026-07-13,S001,P029,108,62.0
INV-20260713-S001-P030,2026-07-13,S001,P030,59,20.0
INV-20260713-S001-P031,2026-07-13,S001,P031,226,74.0
INV-20260713-S001-P032,2026-07-13,S001,P032,160,37.0
INV-20260713-S001-P033,2026-07-13,S001,P033,240,72.0
INV-20260713-S001-P034,2026-07-13,S001,P034,298,79.0
INV-20260713-S001-P035,2026-07-13,S001,P035,242,83.0
INV-20260713-S001-P036,2026-07-13,S001,P036,91,20.0
INV-20260713-S001-P037,2026-07-13,S001,P037,315,97.0
INV-20260713-S001-P038,2026-07-13,S001,P038,50,32.0
INV-20260713-S001-P039,2026-07-13,S001,P039,234,14.0
INV-20260713-S001-P040,2026-07-13,S001,P040,259,62.0
INV-20260713-S001-P041,2026-07-13,S001,P041,71,45.0
INV-20260713-S001-P042,2026-07-13,S001,P042,319,88.0
INV-20260713-S001-P043,2026-07-13,S001,P043,368,86.0
INV-20260713-S001-P044,2026-07-13,S001,P044,48,40.0
INV-20260713-S001-P045,2026-07-13,S001,P045,485,100.0
INV-20260713-S001-P046,2026-07-13,S001,P046,127,37.0
INV-20260713-S001-P047,2026-07-13,S001,P047,194,59.0
INV-20260713-S001-P048,2026-07-13,S001,P048,78,34.0
INV-20260713-S001-P049,2026-07-13,S001,P049,382,98.0
INV-20260713-S001-P050,2026-07-13,S001,P050,119,26.0
INV-20260713-S002-P001,2026-07-13,S002,P001,212,57.0
INV-20260713-S002-P002,2026-07-13,S002,P002,149,41.0
INV-20260713-S002-P003,2026-07-13,S002,P003,93,24.0
INV-20260713-S002-P004,2026-07-13,S002,P004,389,20.0
INV-20260713-S002-P005,2026-07-13,S002,P005,278,66.0
INV-20260713-S002-P006,2026-07-13,S002,P006,41,26.0
INV-20260713-S002-P007,2026-07-13,S002,P007,227,97.0
INV-20260713-S002-P008,2026-07-13,S002,P008,323,65.0
INV-20260713-S002-P009,2026-07-13,S002,P009,198,43.0
INV-20260713-S002-P010,2026-07-13,S002,P010,298,66.0
INV-20260713-S002-P011,2026-07-13,S002,P011,21,12.0
INV-20260713-S002-P012,2026-07-13,S002,P012,188,101.0
INV-20260713-S002-P013,2026-07-13,S002,P013,146,56.0
INV-20260713-S002-P014,2026-07-13,S002,P014,188,84.0
INV-20260713-S002-P015,2026-07-13,S002,P015,20,18.0
INV-20260713-S002-P016,2026-07-13,S002,P016,81,56.0
INV-20260713-S002-P017,2026-07-13,S002,P017,159,56.0
INV-20260713-S002-P018,2026-07-13,S002,P018,101,99.0
INV-20260713-S002-P019,2026-07-13,S002,P019,132,64.0
INV-20260713-S002-P020,2026-07-13,S002,P020,239,55.0
INV-20260713-S002-P021,2026-07-13,S002,P021,128,35.0
INV-20260713-S002-P022,2026-07-13,S002,P022,130,41.0
INV-20260713-S002-P023,2026-07-13,S002,P023,107,59.0
INV-20260713-S002-P024,2026-07-13,S002,P024,58,51.0
INV-20260713-S002-P025,2026-07-13,S002,P025,85,12.0
INV-20260713-S002-P026,2026-07-13,S002,P026,117,88.0
INV-20260713-S002-P027,2026-07-13,S002,P027,368,95.0
INV-20260713-S002-P028,2026-07-13,S002,P028,76,23.0
INV-20260713-S002-P029,2026-07-13,S002,P029,69,62.0
INV-20260713-S002-P030,2026-07-13,S002,P030,79,20.0
INV-20260713-S002-P031,2026-07-13,S002,P031,129,74.0
INV-20260713-S002-P032,2026-07-13,S002,P032,78,37.0
INV-20260713-S002-P033,2026-07-13,S002,P033,329,72.0
INV-20260713-S002-P034,2026-07-13,S002,P034,120,79.0
INV-20260713-S002-P035,2026-07-13,S002,P035,224,83.0
INV-20260713-S002-P036,2026-07-13,S002,P036,32,20.0
INV-20260713-S002-P037,2026-07-13,S002,P037,259,97.0
INV-20260713-S002-P038,2026-07-13,S002,P038,103,32.0
INV-20260713-S002-P039,2026-07-13,S002,P039,37,14.0
INV-20260713-S002-P040,2026-07-13,S002,P040,239,62.0
INV-20260713-S002-P041,2026-07-13,S002,P041,214,45.0
INV-20260713-S002-P042,2026-07-13,S002,P042,178,88.0
INV-20260713-S002-P043,2026-07-13,S002,P043,138,86.0
INV-20260713-S002-P044,2026-07-13,S002,P044,125,40.0
INV-20260713-S002-P045,2026-07-13,S002,P045,198,100.0
INV-20260713-S002-P046,2026-07-13,S002,P046,165,37.0
INV-20260713-S002-P047,2026-07-13,S002,P047,152,59.0
INV-20260713-S002-P048,2026-07-13,S002,P048,117,34.0
INV-20260713-S002-P049,2026-07-13,S002,P049,268,98.0
INV-20260713-S002-P050,2026-07-13,S002,P050,59,26.0
INV-20260713-S003-P001,2026-07-13,S003,P001,160,57.0
INV-20260713-S003-P002,2026-07-13,S003,P002,58,41.0
INV-20260713-S003-P003,2026-07-13,S003,P003,42,24.0
INV-20260713-S003-P004,2026-07-13,S003,P004,67,20.0
INV-20260713-S003-P005,2026-07-13,S003,P005,262,66.0
INV-20260713-S003-P006,2026-07-13,S003,P006,65,26.0
INV-20260713-S003-P007,2026-07-13,S003,P007,102,97.0
INV-20260713-S003-P008,2026-07-13,S003,P008,289,65.0
INV-20260713-S003-P009,2026-07-13,S003,P009,172,43.0
INV-20260713-S003-P010,2026-07-13,S003,P010,104,66.0
INV-20260713-S003-P011,2026-07-13,S003,P011,223,12.0
INV-20260713-S003-P012,2026-07-13,S003,P012,461,101.0
INV-20260713-S003-P013,2026-07-13,S003,P013,68,56.0
INV-20260713-S003-P014,2026-07-13,S003,P014,209,84.0
INV-20260713-S003-P015,2026-07-13,S003,P015,23,18.0
INV-20260713-S003-P016,2026-07-13,S003,P016,179,56.0
INV-20260713-S003-P017,2026-07-13,S003,P017,139,56.0
INV-20260713-S003-P018,2026-07-13,S003,P018,256,99.0
INV-20260713-S003-P019,2026-07-13,S003,P019,91,64.0
INV-20260713-S003-P020,2026-07-13,S003,P020,162,55.0
INV-20260713-S003-P021,2026-07-13,S003,P021,167,35.0
INV-20260713-S003-P022,2026-07-13,S003,P022,196,41.0
INV-20260713-S003-P023,2026-07-13,S003,P023,208,59.0
INV-20260713-S003-P024,2026-07-13,S003,P024,243,51.0
INV-20260713-S003-P025,2026-07-13,S003,P025,210,12.0
INV-20260713-S003-P026,2026-07-13,S003,P026,336,88.0
INV-20260713-S003-P027,2026-07-13,S003,P027,303,95.0
INV-20260713-S003-P028,2026-07-13,S003,P028,97,23.0
INV-20260713-S003-P029,2026-07-13,S003,P029,236,62.0
INV-20260713-S003-P030,2026-07-13,S003,P030,55,20.0
INV-20260713-S003-P031,2026-07-13,S003,P031,158,74.0
INV-20260713-S003-P032,2026-07-13,S003,P032,51,37.0
INV-20260713-S003-P033,2026-07-13,S003,P033,202,72.0
INV-20260713-S003-P034,2026-07-13,S003,P034,357,79.0
INV-20260713-S003-P035,2026-07-13,S003,P035,198,83.0
INV-20260713-S003-P036,2026-07-13,S003,P036,69,20.0
INV-20260713-S003-P037,2026-07-13,S003,P037,196,97.0
INV-20260713-S003-P038,2026-07-13,S003,P038,120,32.0
INV-20260713-S003-P039,2026-07-13,S003,P039,225,14.0
INV-20260713-S003-P040,2026-07-13,S003,P040,236,62.0
INV-20260713-S003-P041,2026-07-13,S003,P041,48,45.0
INV-20260713-S003-P042,2026-07-13,S003,P042,322,88.0
INV-20260713-S003-P043,2026-07-13,S003,P043,328,86.0
INV-20260713-S003-P044,2026-07-13,S003,P044,122,40.0
INV-20260713-S003-P045,2026-07-13,S003,P045,111,100.0
INV-20260713-S003-P046,2026-07-13,S003,P046,64,37.0
INV-20260713-S003-P047,2026-07-13,S003,P047,125,59.0
INV-20260713-S003-P048,2026-07-13,S003,P048,58,34.0
INV-20260713-S003-P049,2026-07-13,S003,P049,388,98.0
INV-20260714-S001-P001,2026-07-14,S001,P001,145,57.0
INV-20260714-S001-P002,2026-07-14,S001,P002,160,41.0
INV-20260714-S001-P003,2026-07-14,S001,P003,34,24.0
INV-20260714-S001-P004,2026-07-14,S001,P004,37,20.0
INV-20260714-S001-P005,2026-07-14,S001,P005,260,66.0
INV-20260714-S001-P006,2026-07-14,S001,P006,147,26.0
INV-20260714-S001-P007,2026-07-14,S001,P007,359,97.0
INV-20260714-S001-P008,2026-07-14,S001,P008,272,65.0
INV-20260714-S001-P009,2026-07-14,S001,P009,196,43.0
INV-20260714-S001-P010,2026-07-14,S001,P010,191,66.0
INV-20260714-S001-P011,2026-07-14,S001,P011,233,12.0
INV-20260714-S001-P012,2026-07-14,S001,P012,158,101.0
INV-20260714-S001-P013,2026-07-14,S001,P013,217,56.0
INV-20260714-S001-P014,2026-07-14,S001,P014,265,84.0
INV-20260714-S001-P015,2026-07-14,S001,P015,67,18.0
INV-20260714-S001-P016,2026-07-14,S001,P016,187,56.0
INV-20260714-S001-P017,2026-07-14,S001,P017,131,56.0
INV-20260714-S001-P018,2026-07-14,S001,P018,383,99.0
INV-20260714-S001-P019,2026-07-14,S001,P019,190,64.0
INV-20260714-S001-P020,2026-07-14,S001,P020,222,55.0
INV-20260714-S001-P021,2026-07-14,S001,P021,96,35.0
INV-20260714-S001-P022,2026-07-14,S001,P022,196,41.0
INV-20260714-S001-P023,2026-07-14,S001,P023,105,59.0
INV-20260714-S001-P024,2026-07-14,S001,P024,101,51.0
INV-20260714-S001-P025,2026-07-14,S001,P025,266,12.0
INV-20260714-S001-P026,2026-07-14,S001,P026,263,88.0
INV-20260714-S001-P027,2026-07-14,S001,P027,173,95.0
INV-20260714-S001-P028,2026-07-14,S001,P028,98,23.0
INV-20260714-S001-P029,2026-07-14,S001,P029,98,62.0
INV-20260714-S001-P030,2026-07-14,S001,P030,53,20.0
INV-20260714-S001-P031,2026-07-14,S001,P031,208,74.0
INV-20260714-S001-P032,2026-07-14,S001,P032,154,37.0
INV-20260714-S001-P033,2026-07-14,S001,P033,232,72.0
INV-20260714-S001-P034,2026-07-14,S001,P034,285,79.0
INV-20260714-S001-P035,2026-07-14,S001,P035,234,83.0
INV-20260714-S001-P036,2026-07-14,S001,P036,90,20.0
INV-20260714-S001-P037,2026-07-14,S001,P037,307,97.0
INV-20260714-S001-P038,2026-07-14,S001,P038,49,32.0
INV-20260714-S001-P039,2026-07-14,S001,P039,233,14.0
INV-20260714-S001-P040,2026-07-14,S001,P040,254,62.0
INV-20260714-S001-P041,2026-07-14,S001,P041,67,45.0
INV-20260714-S001-P042,2026-07-14,S001,P042,309,88.0
INV-20260714-S001-P043,2026-07-14,S001,P043,357,86.0
INV-20260714-S001-P044,2026-07-14,S001,P044,42,40.0
INV-20260714-S001-P045,2026-07-14,S001,P045,466,100.0
INV-20260714-S001-P046,2026-07-14,S001,P046,123,37.0
INV-20260714-S001-P047,2026-07-14,S001,P047,182,59.0
INV-20260714-S001-P048,2026-07-14,S001,P048,71,34.0
INV-20260714-S001-P049,2026-07-14,S001,P049,361,98.0
INV-20260714-S001-P050,2026-07-14,S001,P050,114,26.0
INV-20260714-S002-P001,2026-07-14,S002,P001,199,57.0
INV-20260714-S002-P002,2026-07-14,S002,P002,140,41.0
INV-20260714-S002-P003,2026-07-14,S002,P003,90,24.0
INV-20260714-S002-P004,2026-07-14,S002,P004,389,20.0
INV-20260714-S002-P005,2026-07-14,S002,P005,267,66.0
INV-20260714-S002-P006,2026-07-14,S002,P006,36,26.0
INV-20260714-S002-P007,2026-07-14,S002,P007,227,97.0
INV-20260714-S002-P008,2026-07-14,S002,P008,315,65.0
INV-20260714-S002-P009,2026-07-14,S002,P009,190,43.0
INV-20260714-S002-P010,2026-07-14,S002,P010,289,66.0
INV-20260714-S002-P011,2026-07-14,S002,P011,20,12.0
INV-20260714-S002-P012,2026-07-14,S002,P012,173,101.0
INV-20260714-S002-P013,2026-07-14,S002,P013,138,56.0
INV-20260714-S002-P014,2026-07-14,S002,P014,170,84.0
INV-20260714-S002-P015,2026-07-14,S002,P015,91,18.0
INV-20260714-S002-P016,2026-07-14,S002,P016,71,56.0
INV-20260714-S002-P017,2026-07-14,S002,P017,152,56.0
INV-20260714-S002-P018,2026-07-14,S002,P018,483,99.0
INV-20260714-S002-P019,2026-07-14,S002,P019,120,64.0
INV-20260714-S002-P020,2026-07-14,S002,P020,229,55.0
INV-20260714-S002-P021,2026-07-14,S002,P021,118,35.0
INV-20260714-S002-P022,2026-07-14,S002,P022,123,41.0
INV-20260714-S002-P023,2026-07-14,S002,P023,97,59.0
INV-20260714-S002-P024,2026-07-14,S002,P024,255,51.0
INV-20260714-S002-P025,2026-07-14,S002,P025,83,12.0
INV-20260714-S002-P026,2026-07-14,S002,P026,106,88.0
INV-20260714-S002-P027,2026-07-14,S002,P027,343,95.0
INV-20260714-S002-P028,2026-07-14,S002,P028,74,23.0
INV-20260714-S002-P029,2026-07-14,S002,P029,307,62.0
INV-20260714-S002-P030,2026-07-14,S002,P030,76,20.0
INV-20260714-S002-P031,2026-07-14,S002,P031,113,74.0
INV-20260714-S002-P032,2026-07-14,S002,P032,70,37.0
INV-20260714-S002-P033,2026-07-14,S002,P033,319,72.0
INV-20260714-S002-P034,2026-07-14,S002,P034,109,79.0
INV-20260714-S002-P035,2026-07-14,S002,P035,209,83.0
INV-20260714-S002-P036,2026-07-14,S002,P036,27,20.0
INV-20260714-S002-P037,2026-07-14,S002,P037,243,97.0
INV-20260714-S002-P038,2026-07-14,S002,P038,97,32.0
INV-20260714-S002-P039,2026-07-14,S002,P039,35,14.0
INV-20260714-S002-P040,2026-07-14,S002,P040,232,62.0
INV-20260714-S002-P041,2026-07-14,S002,P041,209,45.0
INV-20260714-S002-P042,2026-07-14,S002,P042,162,88.0
INV-20260714-S002-P043,2026-07-14,S002,P043,126,86.0
INV-20260714-S002-P044,2026-07-14,S002,P044,116,40.0
INV-20260714-S002-P045,2026-07-14,S002,P045,179,100.0
INV-20260714-S002-P046,2026-07-14,S002,P046,161,37.0
INV-20260714-S002-P047,2026-07-14,S002,P047,141,59.0
INV-20260714-S002-P048,2026-07-14,S002,P048,112,34.0
INV-20260714-S002-P049,2026-07-14,S002,P049,248,98.0
INV-20260714-S002-P050,2026-07-14,S002,P050,54,26.0
INV-20260714-S003-P001,2026-07-14,S003,P001,153,57.0
INV-20260714-S003-P002,2026-07-14,S003,P002,54,41.0
INV-20260714-S003-P003,2026-07-14,S003,P003,40,24.0
INV-20260714-S003-P004,2026-07-14,S003,P004,64,20.0
INV-20260714-S003-P005,2026-07-14,S003,P005,254,66.0
INV-20260714-S003-P006,2026-07-14,S003,P006,63,26.0
INV-20260714-S003-P007,2026-07-14,S003,P007,481,97.0
INV-20260714-S003-P008,2026-07-14,S003,P008,285,65.0
INV-20260714-S003-P009,2026-07-14,S003,P009,167,43.0
INV-20260714-S003-P010,2026-07-14,S003,P010,97,66.0
INV-20260714-S003-P011,2026-07-14,S003,P011,222,12.0
INV-20260714-S003-P012,2026-07-14,S003,P012,455,101.0
INV-20260714-S003-P013,2026-07-14,S003,P013,66,56.0
INV-20260714-S003-P014,2026-07-14,S003,P014,205,84.0
INV-20260714-S003-P015,2026-07-14,S003,P015,19,18.0
INV-20260714-S003-P016,2026-07-14,S003,P016,174,56.0
INV-20260714-S003-P017,2026-07-14,S003,P017,136,56.0
INV-20260714-S003-P018,2026-07-14,S003,P018,248,99.0
INV-20260714-S003-P019,2026-07-14,S003,P019,83,64.0
INV-20260714-S003-P020,2026-07-14,S003,P020,152,55.0
INV-20260714-S003-P021,2026-07-14,S003,P021,163,35.0
INV-20260714-S003-P022,2026-07-14,S003,P022,193,41.0
INV-20260714-S003-P023,2026-07-14,S003,P023,202,59.0
INV-20260714-S003-P024,2026-07-14,S003,P024,236,51.0
INV-20260714-S003-P025,2026-07-14,S003,P025,207,12.0
INV-20260714-S003-P026,2026-07-14,S003,P026,329,88.0
INV-20260714-S003-P027,2026-07-14,S003,P027,296,95.0
INV-20260714-S003-P028,2026-07-14,S003,P028,94,23.0
INV-20260714-S003-P029,2026-07-14,S003,P029,231,62.0
INV-20260714-S003-P030,2026-07-14,S003,P030,54,20.0
INV-20260714-S003-P031,2026-07-14,S003,P031,150,74.0
INV-20260714-S003-P032,2026-07-14,S003,P032,44,37.0
INV-20260714-S003-P033,2026-07-14,S003,P033,198,72.0
INV-20260714-S003-P034,2026-07-14,S003,P034,348,79.0
INV-20260714-S003-P035,2026-07-14,S003,P035,188,83.0
INV-20260714-S003-P036,2026-07-14,S003,P036,68,20.0
INV-20260714-S003-P037,2026-07-14,S003,P037,188,97.0
INV-20260714-S003-P038,2026-07-14,S003,P038,115,32.0
INV-20260714-S003-P039,2026-07-14,S003,P039,224,14.0
INV-20260714-S003-P040,2026-07-14,S003,P040,225,62.0
